premise,hypothesis,label,neg_premises,neg_premise_lemma,premise_neg_count,premise_has_neg,neg_hypothesis,neg_hypothesis_lemma,hypothesis_neg_count,hypothesis_has_neg
Uma mulher negra está enrolada na bandeira LGBTQ e girando,Uma mulher negra está sentada imóvel sem qualquer bandeira.,0,[],[],0,False,"['imóvel', 'sem']","['imóvel', 'sem']",2,True
Três amigos estão desfrutando de lanches coloridos,Três amigos estão em jejum,0,[],[],0,False,[],[],0,False
Um cartaz está divulgando um evento com várias informações relevantes,O cartaz contém detalhes sobre um evento.,1,[],[],0,False,[],[],0,False
A galinha está cantando blues,A galinha gosta de jazz.,0,[],[],0,False,[],[],0,False
Uma mulher está equipando uma criança com um capacete de segurança,A mulher está ensinando a criança a andar de bicicleta,0,[],[],0,False,[],[],0,False
Uma pessoa está escrevendo em um computador,A pessoa está escrevendo em um bloco de notas.,0,[],[],0,False,[],[],0,False
A rainha fala ao súdito que a oração aproxima o homem do divino,A rainha está se comunicando com seu súdito sobre espiritualidade,1,[],[],0,False,[],[],0,False
"A mulher, vestida em seu uniforme, está no carro a caminho de uma batalha","A mulher, vestida em seu uniforme, está ouvindo música no carro.",0,[],[],0,False,[],[],0,False
Uma mulher está sorrindo enquanto segura uma criança sorridente no colo,A mulher está triste.,0,[],[],0,False,[],[],0,False
Os indivíduos estão correndo apressadamente na calçada em frente a uma livraria,Pessoas estão se movimentando rapidamente perto de uma loja de livros,1,[],[],0,False,[],[],0,False
"Um homem moreno está vestido com uma camiseta preta, bermuda de moletom cinza e tênis preto",O homem está vestindo um terno formal.,0,[],[],0,False,[],[],0,False
Um bolo de brownie está coberto com brigadeiro e chocolate branco com três cerejas no topo,"O bolo tem cobertura de brigadeiro, chocolate branco e três cerejas.",1,[],[],0,False,[],[],0,False
Um casal está sorrindo juntos em uma estação de esqui,Há um casal feliz em uma estação de esqui.,1,[],[],0,False,[],[],0,False
A escada está sendo vista através de um globo de vidro,A escada está sendo vista sem obstáculos.,0,[],[],0,False,['sem'],['sem'],1,True
Criptas estão situadas à esquerda na esquina de uma rua arborizada dentro de um cemitério,"Existem criptas localizadas em uma rua arborizada de um cemitério, à esquerda da esquina.",1,[],[],0,False,[],[],0,False
"Ela possui um sapato preto de plástico, estilo boneca",Ela tem um vestido azul para combinar com o sapato.,0,[],[],0,False,[],[],0,False
Garotos estão jogando futebol,Há um jogo de futebol acontecendo,1,[],[],0,False,[],[],0,False
O post mostra ondas de diferentes tons de azul e alcançou milhares de curtidas nas redes sociais,O post com ondas azuis não foi curtido nas redes sociais.,0,[],[],0,False,['não'],['não'],1,True
Um prato está sendo coberto com molho por um chef,Um chef está cobrindo um prato com molho,1,[],[],0,False,[],[],0,False
"Um pompom de lã vermelho equipado com um elástico, é projetado para ser preso no pelo dos animais de estimação",O pompom de lã vermelho é projetado para ser usado por pessoas,0,[],[],0,False,[],[],0,False
Os vereadores membros da Comissão se reuniram no plenário com representantes de vários segmentos de pessoas com deficiência,Os membros da Comissão não se encontraram com ninguém.,0,[],[],0,False,"['não', 'ninguém']","['não', 'ninguém']",2,True
O homem desenha no chão um anjo com giz,O chão está sendo usado como tela para um desenho de anjo,1,[],[],0,False,[],[],0,False
Os folders estão fornecendo ilustrações e orientações para conscientizar a população durante a pandemia do novo coronavírus,Não há orientações sendo fornecidas à população durante a pandemia do novo coronavírus,0,[],[],0,False,['Não'],['não'],1,True
Uma pessoa segurando um crepe está vestindo uma camisa rosa,A pessoa segurando um crepe está em um parque.,0,[],[],0,False,[],[],0,False
O evento é detalhado em uma arte gráfica azul,O evento acontecerá em uma tarde de sábado.,0,[],[],0,False,[],[],0,False
Sete pessoas estão sentadas em uma sala de reunião,Há duas mesas na sala de reunião,0,[],[],0,False,[],[],0,False
O senhor está cometendo erros ao dirigir.,O senhor não está dirigindo corretamente.,1,[],[],0,False,['não'],['não'],1,True
"Um gato se encontra em um campo repleto de grama, com o vento soprando as folhas em movimento e diversas árvores se destacando ao longe",O gato está em um local ao ar livre com várias árvores,1,[],[],0,False,[],[],0,False
A professora está ensinando matemática na sala de aula,A professora não está ensinando nada na sala de aula,0,[],[],0,False,"['não', 'nada']","['não', 'nada']",2,True
"A pessoa está deitada na cama, segurando uma taça e pensativa com a mão no queixo",Alguém está refletindo enquanto bebe na cama.,1,[],[],0,False,[],[],0,False
A menina veste um short que tem aplicações de correntinhas,A menina está vestindo um vestido longo,0,[],[],0,False,[],[],0,False
Comida está sendo consumida por um corredor descansando na pista,O corredor descansando na pista não está comendo nada,0,['descansando'],['descansar'],1,True,"['descansando', 'não', 'nada']","['descansar', 'não', 'nada']",3,True
Indivíduos que cultivam o hábito de leitura são considerados mais atraentes,Pessoas que leem regularmente são vistas como mais atraentes.,1,[],[],0,False,[],[],0,False
Um estudo confirmou que a cerveja é mais eficaz no alívio das dores do que o paracetamol,O paracetamol é mais eficaz para aliviar a dor do que a cerveja.,0,[],[],0,False,[],[],0,False
"Alunos, fotógrafos e a equipe do projeto se reúnem para o primeiro módulo do curso",O curso é sobre bioquímica.,0,[],[],0,False,[],[],0,False
Uma pequena garota está correndo e brincando próximo a um muro de pedras com flores,Uma criança está se divertindo perto de um muro florido,1,[],[],0,False,[],[],0,False
Uma queimada está ocorrendo em uma floresta durante a noite,Há uma coruja na floresta.,0,[],[],0,False,[],[],0,False
Um cão preto e branco está correndo no parque,Um cão está brincando com uma bola no parque.,0,[],[],0,False,[],[],0,False
Um show está ocorrendo com uma multidão de pessoas e grandes bolas infláveis,Muitas pessoas estão assistindo um show com bolas infláveis,1,[],[],0,False,[],[],0,False
A turma de acessibilidade tirou uma selfie juntos na sala de aula,Está ocorrendo uma sessão de fotos em grupo na sala de aula.,1,[],[],0,False,[],[],0,False
Uma menina está entusiasmada tocando sua flauta,A menina está tocando uma música clássica em sua flauta,0,[],[],0,False,[],[],0,False
O bolo de chocolate está assando no forno,Há uma torta de maçã na bancada da cozinha,0,[],[],0,False,[],[],0,False
"Uma caixa contém nove vidrinhos de tratamento coloridos, com dois trevos posicionados à esquerda",A caixa guarda vidrinhos de tratamento coloridos e dois trevos,1,[],[],0,False,[],[],0,False
O céu está nublado,As árvores estão balançando com o vento,0,[],[],0,False,[],[],0,False
O seminário discute maneiras de combater as fake news,O seminário é na área de comunicação,0,[],[],0,False,[],[],0,False
Um guerreiro está polindo sua espada,O guerreiro está polindo sua armadura,0,[],[],0,False,[],[],0,False
A consulta pública está sendo realizada para a incorporação do medicamento para pacientes graves,Há uma discussão em andamento sobre a inclusão de um novo medicamento para pacientes gravemente doentes,1,[],[],0,False,[],[],0,False
A mulher está andando na chuva com seu guarda-chuva preto,A mulher está caminhando sob o sol com seu guarda-chuva preto,0,[],[],0,False,[],[],0,False
Um garotinho está descendo de um balanço de madeira,O menino está em um parquinho,1,[],[],0,False,[],[],0,False
A projeção de cinco conceitos artísticos prevê como será o mundo após a pandemia,Os cinco conceitos artísticos são criados por renomados artistas contemporâneos.,0,[],[],0,False,[],[],0,False
Uma mulher está caminhando com um guarda-chuva na chuva,Uma pessoa está se protegendo da chuva com um guarda-chuva.,1,[],[],0,False,[],[],0,False
"Avistamos uma oca, casa tipicamente indígena",Não existe nenhuma casa visível no local,0,[],[],0,False,"['Não', 'nenhuma']","['não', 'nenhum']",2,True
Um quadro está sendo fixado na parede por uma mulher,A mulher está usando um martelo para fixar o quadro,0,[],[],0,False,[],[],0,False
Uma criança está brincando ao sol em uma tarde de primavera,A criança está brincando dentro de casa em uma tarde de primavera,0,[],[],0,False,[],[],0,False
A tigela contém mamão e bananas e está parcialmente coberta por um pano de cera de abelha com estampa de melancia,A tigela está vazia.,0,[],[],0,False,[],[],0,False
O goleiro está segurando a bola ao lado da baliza,O goleiro está vestindo um uniforme verde.,0,[],[],0,False,[],[],0,False
A mulher está usando um chapéu enquanto trabalha.,Uma mulher em atividade laboral está com um chapéu.,1,[],[],0,False,[],[],0,False
Manequim está simulando o uso de um notebook,Um manequim está em uma pose que simula o uso de um computador portátil.,1,[],[],0,False,[],[],0,False
Uma mulher está dirigindo um carro,Uma mulher está no comando de um veículo,1,[],[],0,False,[],[],0,False
Um garoto sem camiseta está construindo um castelo de areia.,O garoto está de camiseta enquanto constrói um castelo de areia,0,['sem'],['sem'],1,True,[],[],0,False
O rapaz está usando um moletom canguru,O rapaz está vestindo um terno,0,[],[],0,False,[],[],0,False
O professor trouxe o livro mencionado no texto,O livro referido no texto está com o professor,1,[],[],0,False,[],[],0,False
Uma cliente do salão exibe seu penteado e cabelo de perfil,O cabelo da cliente do salão está desarrumado.,0,[],[],0,False,[],[],0,False
O presidente está reunido com seus auxiliares,O presidente está sozinho.,0,[],[],0,False,[],[],0,False
"A confeitaria da esquina oferece uma variedade de bolos, tortas e doces personalizados",A torta na confeitaria da esquina pode ser personalizada,1,[],[],0,False,[],[],0,False
Uma mulher está aterrorizada,A mulher está completamente calma,0,[],[],0,False,[],[],0,False
Um gato preto repousa em meio às flores desabrochadas,O gato preto tem olhos verdes,0,[],[],0,False,[],[],0,False
"Dois jogadores e o goleiro estão em uma cena de gol, com uma arquibancada cheia de torcedores ao fundo",O goleiro está usando luvas verdes.,0,[],[],0,False,[],[],0,False
Um jovem está correndo perto de pássaros com prédios ao fundo,O jovem está parado.,0,[],[],0,False,[],[],0,False
Ninguém está cortando uma cebola,Alguém está cortando uma cebola,0,['Ninguém'],['ninguém'],1,True,[],[],0,False
Um casal está selecionando um snack na máquina de venda rápida do cinema,Um homem e uma mulher estão escolhendo um lanche na máquina de vendas automática do cinema,1,[],[],0,False,[],[],0,False
O leopardo está perseguindo ferozmente sua vítima,O leopardo está dormindo tranquilamente,0,[],[],0,False,[],[],0,False
Três potes de geléia de abóbora com noz sem adição de açúcar estão dispostos em formato de pirâmide sobre uma mesa de madeira,A mesa de madeira está posicionada na cozinha,0,['sem'],['sem'],1,True,[],[],0,False
A bicicleta está subindo a montanha em um ritmo lento.,A bicicleta está avançando lentamente montanha acima.,1,[],[],0,False,[],[],0,False
Um refratário contendo arroz com passas e fatias de laranja está disposto em uma mesa decorada com temas natalinos,Há um peru assado na mesa.,0,[],[],0,False,[],[],0,False
Dois homens estão cantando entusiasmados,Dois homens estão cantando no palco de um show de talentos,0,[],[],0,False,[],[],0,False
Os alunos adoraram a oficina de teatro,A oficina de teatro foi conduzida por um ator famoso.,0,[],[],0,False,[],[],0,False
Uma planta totalmente podada está começando a brotar lindos botões de flores em seu caule,Há botões de flores brotando no caule de uma planta que foi recentemente podada,1,[],[],0,False,[],[],0,False
O garoto está aplicando gel em seu cabelo,O garoto está se preparando para sair,0,[],[],0,False,[],[],0,False
Cinco jogadores compartilham o campo com uma multidão apaixonada na arquibancada,Os jogadores estão em um campo com uma plateia entusiasmada assistindo,1,[],[],0,False,[],[],0,False
Um homem e um gato estão sentados ao lado de um tronco de árvore caído,Existe um homem e um gato ao lado de um tronco de árvore caído.,1,[],[],0,False,[],[],0,False
Um refratário contendo arroz com passas e fatias de laranja está disposto em uma mesa decorada com temas natalinos,O refratário não contém arroz com passas nem fatias de laranja.,0,[],[],0,False,"['não', 'nem']","['não', 'nem']",2,True
Estou executando a postura de ioga pendurada na parede,Estou sentada em uma cadeira.,0,[],[],0,False,[],[],0,False
O garçom serve vários copos de cerveja aos amigos em uma mesa,Um dos amigos está celebrando seu aniversário.,0,[],[],0,False,[],[],0,False
Uma mulher está regando as plantas,As plantas estão sendo regadas,1,[],[],0,False,[],[],0,False
A pessoa com miopia alta e olhos verdes está no meio de um jardim verde,A pessoa com olhos verdes está usando óculos azuis.,0,[],[],0,False,[],[],0,False
Três amigos estão caminhando exaustos pelo deserto escaldante enquanto o sol está se elevando,O sol está nascendo no deserto.,1,[],[],0,False,[],[],0,False
O palestrante disse que curtir a trajetória é mais do que o resultado final,O palestrante afirmou que o resultado final é mais importante do que a jornada,0,[],[],0,False,[],[],0,False
Uma mulher está correndo em um parque,A mulher está usando um tênis verde enquanto corre,0,[],[],0,False,[],[],0,False
Uma mulher está desenhando um retrato em um caderno,A mulher planeja ir a uma exposição de arte.,0,[],[],0,False,[],[],0,False
Um gato rajado está olhando para o passarinho pousado sobre o muro da divisa,O gato rajado não está olhando para nenhum pássaro,0,[],[],0,False,"['não', 'nenhum']","['não', 'nenhum']",2,True
A mulher está em silêncio,Uma pessoa do gênero feminino não está falando,1,[],[],0,False,['não'],['não'],1,True
Alunos de várias idades estão participando de formaturas,Alguns estudantes estão vestindo togas e capelos azuis para a formatura.,0,[],[],0,False,[],[],0,False
Nenhum gato está brincando com novelo de lã.,Tem um gato brincando com um novelo de lã.,0,['Nenhum'],['nenhum'],1,True,[],[],0,False
Crianças praticam poses de ballet juntas em uma aula de dança,Meninos e meninas estão praticando poses de ballet em uma aula de dança,1,[],[],0,False,[],[],0,False
Uma mulher está despejando grãos de café em um moedor manual,Uma mulher está manuseando grãos de café,1,[],[],0,False,[],[],0,False
Uma mulher sorridente veste uma blusa rosa,Uma mulher está usando uma blusa rosa e está sorrindo,1,[],[],0,False,[],[],0,False
Uma embalagem plástica transparente contém adoçante dietético,A embalagem está vazia.,0,[],[],0,False,[],[],0,False
A praça está deserta à noite.,Não há ninguém na praça durante a noite.,1,[],[],0,False,"['Não', 'ninguém']","['não', 'ninguém']",2,True
Três jovens em camisetas amarelas entregam livros a uma mulher,Há três jovens entregando livros.,1,[],[],0,False,[],[],0,False
"Vários relógios redondos, de ponteiro, coloridos estão presentes",Alguns relógios têm números romanos,0,[],[],0,False,[],[],0,False
A família organizou suas fotos na parede em forma de árvore de Natal,As fotos foram dispostas na parede pela família,1,[],[],0,False,[],[],0,False
A pessoa está participando de um bloco de carnaval,A pessoa está celebrando o carnaval.,1,[],[],0,False,[],[],0,False
Um estudo indica que longos dias de trabalho podem levar a uma sobrecarga no coração,Muitas pessoas trabalham mais de oito horas por dia.,0,[],[],0,False,[],[],0,False
Espumas do mar são visíveis com o reflexo do céu na areia molhada,As espumas do mar estão refletindo a luz do céu na areia úmida,1,[],[],0,False,[],[],0,False
Uma mulher está caminhando com seu cachorro na praça,Há uma mulher passeando com seu cachorro em um espaço público,1,[],[],0,False,[],[],0,False
A pessoa está no interior do bondinho,A pessoa está lendo um livro.,0,[],[],0,False,[],[],0,False
Um gato preto está pulando na grama,O gato de cor preta está em movimento na grama,1,[],[],0,False,[],[],0,False
Uma médica está mostrando informações em um tablet para seu paciente,A médica gosta de usar tecnologia no seu trabalho.,0,[],[],0,False,[],[],0,False
O homem está preparando verduras.,O homem está trabalhando com verduras.,1,[],[],0,False,[],[],0,False
Uma pessoa está manipulando as placas de um computador,Uma pessoa está desenhando num papel,0,[],[],0,False,[],[],0,False
Os lutadores de boxe estão se desafiando,Os lutadores de boxe estão competindo entre si,1,[],[],0,False,[],[],0,False
A inclusão de descrições em imagens é uma prática de acessibilidade nas redes sociais,As descrições em imagens não são praticadas nas redes sociais para promover acessibilidade,0,[],[],0,False,['não'],['não'],1,True
Senadores e médicos discutem ações e políticas para prevenção do câncer colorretal em uma audiência pública,Médicos e senadores evitam falar sobre o câncer colorretal em uma audiência pública.,0,[],[],0,False,['evitam'],['evitar'],1,True
Um indivíduo não está realizando uma manobra em uma prancha de skate,O indivíduo está fazendo uma manobra em sua prancha de skate.,0,['não'],['não'],1,True,[],[],0,False
Um estudo revela que jovens homossexuais têm cinco vezes mais probabilidade de cometer suicídio do que jovens heterossexuais,A depressão é comum entre os jovens.,0,[],[],0,False,[],[],0,False
Um homem não está cortando uma cebola,Um homem está cozinhando na cozinha.,0,['não'],['não'],1,True,[],[],0,False
Atletas estão posando atrás da placa de publicidade da secretaria de esportes,Atletas estão atrás da placa de publicidade da secretaria de esportes,1,[],[],0,False,[],[],0,False
Um homem apaixonado por skate está deslizando pela rampa,Um homem que gosta de skate está manobrando sua prancha em uma rampa,1,[],[],0,False,[],[],0,False
A bandeira brasileira está tremulando ao vento,A bandeira brasileira está parada,0,[],[],0,False,[],[],0,False
A garrafa de vidro está cheia de água mineral,A garrafa de vidro está sobre a mesa da cozinha,0,[],[],0,False,[],[],0,False
Um homem de máscara está com folhas e uma caneta,O homem mascarado está segurando uma pasta de documentos,0,[],[],0,False,[],[],0,False
A pessoa está pedindo para ser um instrumento de paz para um poder superior,A pessoa está pedindo um aumento salarial,0,[],[],0,False,[],[],0,False
A fachada da farmácia foi atingida por um princípio de incêndio,A fachada da farmácia não foi afetada por nenhum incidente de incêndio,0,[],[],0,False,"['não', 'nenhum']","['não', 'nenhum']",2,True
Um gatinho está deitado no chão frio,O gatinho está deitado em uma cama quente,0,[],[],0,False,[],[],0,False
Alguém está consertando a bicicleta de seu filho enquanto está sentado no chão,Alguém está fazendo um lanche enquanto está sentado no chão.,0,[],[],0,False,[],[],0,False
"O homem de máscara azul está apoiado em um muro de pedras, tocando uma harmônica","O homem sem máscara está sentado no chão, tocando uma guitarra",0,[],[],0,False,['sem'],['sem'],1,True
Nenhuma das mulheres está segurando um telescópio.,Uma mulher está segurando um telescópio.,0,[],[],0,False,[],[],0,False
Um bando de jovens está observando um mural vibrante,Há jovens apreciando arte,1,[],[],0,False,[],[],0,False
Os pássaros estão voando sobre o telhado de ardósia,Não tem nenhum pássaro voando sobre o telhado.,0,[],[],0,False,"['Não', 'nenhum']","['não', 'nenhum']",2,True
Algumas pessoas estão usando tênis de corrida enquanto participam de uma maratona.,Ninguém está usando tênis de corrida na maratona.,0,[],[],0,False,['Ninguém'],['ninguém'],1,True
"Durante o espetáculo, o chão estava repleto de pétalas de rosas",O chão estava limpo durante o espetáculo.,0,[],[],0,False,[],[],0,False
